Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,MA5,MA20,MA50,RSI,MACD,Signal_Line,BB_middle,BB_std,BB_upper,BB_lower,Volume_MA5,Volume_MA20,Volatility,Target
2022-01-03 00:00:00-05:00,325.6207149726234,328.193826323574,320.2123066401213,325.0381164550781,28865100,0.0,0.0,,,,,,0.0,0.0,,,,,,,,319.4646301269531
2022-01-04 00:00:00-05:00,325.1157552681164,325.4750455603239,316.6584618241034,319.4646301269531,32674300,0.0,0.0,-0.017147177656917312,,,,,-0.4446085959757511,-0.08892171919515023,,,,,,,,307.20098876953125
2022-01-05 00:00:00-05:00,316.405930069771,316.6098587525815,306.81259974808444,307.20098876953125,40054300,0.0,0.0,-0.038388103723872025,,,,,-1.7661780760818715,-0.4243729905724945,,,,,,,,304.7735595703125
2022-01-06 00:00:00-05:00,304.0647280316112,309.45372640637964,302.45288523458527,304.7735595703125,39646100,0.0,0.0,-0.007901762324859729,,,,,-2.975109450164439,-0.9345202824908834,,,,,,,,304.92889404296875
2022-01-07 00:00:00-05:00,305.0356884344486,307.3175147707154,301.0934819267639,304.92889404296875,32720000,0.0,0.0,0.0005096717473629386,312.28123779296874,,,,-3.8759821704996966,-1.522812660092646,,,,,34791960.0,,,305.1522521972656
2022-01-10 00:00:00-05:00,300.5109328094982,305.58920845555434,295.850204337967,305.1522521972656,44289500,0.0,0.0,0.0007324925865024312,308.30406494140624,,,,-4.519805649388218,-2.1222112579517605,,,,,37876840.0,,,305.8416442871094
2022-01-11 00:00:00-05:00,304.2880584070521,307.42432897382355,300.899321615518,305.8416442871094,29386800,0.0,0.0,0.0022591741823294598,305.5794677734375,,,,-4.917723756457065,-2.681313757652821,,,,,37219340.0,,,309.0361633300781
2022-01-12 00:00:00-05:00,310.3955694582875,314.0270530188489,307.88068590041127,309.0361633300781,34372200,0.0,0.0,0.010445010032609892,305.9465026855469,,,,-4.9186070932519215,-3.128772424772641,,,,,36082920.0,,,295.9569396972656
2022-01-13 00:00:00-05:00,311.17232488368956,311.5704332628309,295.1801616510571,295.9569396972656,45366000,0.0,0.0,-0.0423226314094598,304.1831787109375,,,,-5.906603534745784,-3.68433864676727,,,,,37226900.0,,,301.2003479003906
2022-01-14 00:00:00-05:00,295.4229601626581,301.80235543631807,294.9374663908213,301.2003479003906,39846400,0.0,0.0,0.01771679423529826,303.4374694824219,,,,-6.195085522165527,-4.186488021846921,,,,,38652180.0,,,293.8693542480469
2022-01-18 00:00:00-05:00,295.2481695047707,300.8119087883123,292.9857520873315,293.8693542480469,42333200,0.0,0.0,-0.02433926024138644,301.18088989257814,,,,-6.93531351851135,-4.736253121179807,,,,,38260920.0,,,294.5295715332031
2022-01-19 00:00:00-05:00,297.4037153433391,304.80263400058055,293.9178744109828,294.5295715332031,45933900,0.0,0.0,0.002246635369127281,298.91847534179686,,,,-7.383562410068862,-5.265714978957618,,,,,41570340.0,,,292.8497619628906
2022-01-20 00:00:00-05:00,300.10303794125576,302.6081720203848,292.40311612271,292.8497619628906,35380700,0.0,0.0,-0.0057033647302988655,295.6811950683594,,,,-7.784613303250637,-5.7694946438162225,,,,,41772040.0,,,287.4414367675781
2022-01-21 00:00:00-05:00,293.9082172607986,295.2870029567207,287.0336089676001,287.4414367675781,57984400,0.0,0.0,-0.018467917334342387,293.97809448242185,,,17.54942256490547,-8.441546772996219,-6.303905069652222,,,,,44295720.0,,,287.7715759277344
2022-01-24 00:00:00-05:00,283.72257443157116,288.49009723362104,268.0411017674154,287.7715759277344,85731500,0.0,0.0,0.0011485440786438428,291.29234008789064,,,18.016647110589616,-8.83370238725172,-6.809864533172122,,,,,53472740.0,,,280.1202087402344
2022-01-25 00:00:00-05:00,283.06230004069766,286.4316282641225,276.896552365421,280.1202087402344,72848600,0.0,0.0,-0.026588335428310073,288.5425109863281,,,17.396192861564856,-9.650643314947672,-7.378020289527232,,,,,59575820.0,,,288.1016845703125
2022-01-26 00:00:00-05:00,299.05442207109365,299.5496351641995,284.5284577844545,288.1016845703125,90428900,0.0,0.0,0.028493038278004645,287.25693359375,,,32.963779596147674,-9.544018980515773,-7.81122002772494,,,,,68474820.0,,,291.1408996582031
2022-01-27 00:00:00-05:00,293.8790916253967,298.38445839019573,289.28630990590625,291.1408996582031,53481300,0.0,0.0,0.010549105578550932,286.9151611328125,,,37.97120618335176,-9.109273139057734,-8.0708306499915,,,,,72094940.0,,,299.3166198730469
2022-01-28 00:00:00-05:00,291.519591338495,299.5302383109327,285.907284705517,299.3166198730469,49743700,0.0,0.0,0.02808166157500369,289.2901977539062,,,45.66198779149009,-8.01265671463375,-8.05919586291995,,,,,70446800.0,,,301.95770263671875
2022-01-31 00:00:00-05:00,299.98659920210355,303.31707920676604,297.4814348645573,301.95770263671875,46444500,0.0,0.0,0.00882370903691232,292.12742309570314,299.7846176147461,,47.61973411166437,-6.851487310195125,-7.817654152374985,299.7846176147461,11.024718158805502,321.8340539323571,277.73518129713506,62589400.0,47376570.0,0.03677546315259375,299.8021545410156
2022-02-01 00:00:00-05:00,301.4042782276972,301.61789669473416,296.27746465100137,299.8021545410156,40950400,0.0,0.0,-0.007138576286945808,296.0638122558594,298.52281951904297,,45.59618075459203,-6.035612128480864,-7.461245747596161,298.52281951904297,9.2899555670558,317.1027306531546,279.94290838493134,56209760.0,47980835.0,0.031119750181989647,304.3657531738281
2022-02-02 00:00:00-05:00,300.6468838460328,305.9775960841271,299.9186431738477,304.3657531738281,36636000,0.0,0.0,0.015222034143814511,299.3166259765625,297.7678756713867,,46.66113680176002,-4.96356402248631,-6.961709402574191,297.7678756713867,8.026088554516626,313.82005278042,281.71569856235345,45451180.0,48178920.0,0.026954178775732435,292.5099792480469
2022-02-03 00:00:00-05:00,300.51090662551127,302.20044499578506,291.25739709798916,292.5099792480469,43730000,0.0,0.0,-0.03895239133231332,299.59044189453124,297.0333251953125,,47.49190392359933,-5.012835203920588,-6.57193456284347,297.0333251953125,7.786000987778541,312.6053271708696,281.4613232197554,43500920.0,48362705.0,0.026212550334744098,297.0639343261719
2022-02-04 00:00:00-05:00,291.50016498006676,299.84094450421514,291.2671374496543,297.0639343261719,35096500,0.0,0.0,0.015568546036726083,299.13990478515626,296.6478439331055,,46.959736505412906,-4.6310331865166745,-6.183754287578112,296.6478439331055,7.570483572543211,311.78881107819194,281.50687678801904,40571480.0,48135225.0,0.025520103137005663,292.2186584472656
